"NUMERO_PROCESSO_COMPRA";"URL_PORTAL_TRANSPARENCIA";"DATA_CADASTRAMENTO_PROCESSO";"OBJETO_PROCESSO";"URL_DOCUMENTOS_PROCESSO";"CODIGO_ORGAO_DEMANDANTE";"ORGAO_DEMANDANTE";"SITUACAO_PROCESSO";"PROCEDIMENTO_CONTRATACAO";"NUMERO_REGISTRO_PRECO";"URL_NUMERO_REGISTRO_PRECO";"NUMERO_CONTRATO";"URL_INTEGRA_CONTRATO";"CODIGO_ORGAO_CONTRATO";"ORGAO_CONTRATO";"DATA_PUBLICACAO";"INICIO_VIGENCIA";"FIM_VIGENCIA";"FIM_VIGENCIA_ATUALIZADA";"CPF_CNPJ_CONTRATADO";"CONTRATADO";"PROCESSO_SEI";"URL_PROCESSO_SEI";"CODIGO_ITEM_MATERIAL_SERVICO";"ITEM_MATERIAL_SERVICO";"CODIGO_UNIDADE_ORCAMENTARIA";"UNIDADE_ORCAMENTARIA";"LINHA_FORNECIMENTO";"CIDADE_ENTREGA";"QUANTIDADE_HOMOLOGADA";"VALOR_REFERENCIA_UNITARIO";"VALOR_HOMOLOGADO_UNITARIO";"VALOR_REFERENCIA";"VALOR_HOMOLOGADO"
"1401269 000049/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/14125/0/0/0/0/10733/65320034/8733/125245/324543/1401269000049-2020";2020-05-21;"Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401269&numero=49&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"03.470.767/0001-72";"F.B.E DO BRASIL LTDA";"1400.01.0029365/2020-13";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNTyF6XsVuOlThmVBWodwvdG9GFCOFukzuoxk4jfoKXna";1576690;"MACA BOLHA - IDENTIFICACAO: CAMARA DE ISOLAMENTO, TIPO CAPSULA; FINALIDADE: TRANSPORTE PACIENTE INFECTATO E/OU CONTAMINADO; MATERIA-PRIMA: MATERIAL RESISTENTE E DERMATOLOGICAMENTE TESTADO; CAPACIDADE: TRANSPORTE DE PACIENTE DE PESO MAXIMO DE 120KG; DIMENSOES: 230 X 60 X 65CM (COMPRIMENTO X ALTURA X LARGURA;";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"MOBILIÁRIO MÉDICO-HOSPITALAR";"Belo Horizonte";4;7000;7000;28000;28000
"1401269 000049/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/14125/0/0/0/0/10733/65320034/8733/125245/324543/1401269000049-2020";2020-05-21;"Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401269&numero=49&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"03.470.767/0001-72";"F.B.E DO BRASIL LTDA";"1400.01.0029365/2020-13";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNTyF6XsVuOlThmVBWodwvdG9GFCOFukzuoxk4jfoKXna";1698745;"MASCARA DE PROTECAO -  MODELO: FACIAL; MATERIA-PRIMA: NEOPRENE OU BORRACHA; FILTRO: COMBINADO (QUIMICO E MECANICO); CLASSE DO FILTRO: CLASSE PFF2, P2 OU P3; PROTECAO: GASES CS, CN, OC E OUTROS; VALVULA: INALACAO E EXALACAO; VISOR: PLASTICO FLEXIVEL OU RIGIDO TRANSPARENTE; FIXACAO: ARANHA E TIRANTES;";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI";"Belo Horizonte";60;20,44;20,44;1226,4;1226,4
"1401269 000049/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/14125/0/0/0/0/10733/65320034/8733/125245/324543/1401269000049-2020";2020-05-21;"Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401269&numero=49&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"03.928.511/0001-66";"S.O.S SUL RESGATE - COMERCIO E SERVICOS DE SEGURANCA E SINALIZACAO LTDA";"1400.01.0029365/2020-13";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNTyF6XsVuOlThmVBWodwvdG9GFCOFukzuoxk4jfoKXna";125245;"MASCARA DESCARTAVEL - IDENTIFICACAO: CIRURGICA; FORMATO: RETANGULAR COM PREGAS; CAMADAS: 03 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: MINIMA 40 G; FILTRO: COM FILTRO; TIPO FIXACAO: 4 TIRAS LATERAIS; AJUSTE NASAL: SIM; ESTERIL: NAO;";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"Belo Horizonte";150000;3,35;3,35;502500;502500
"1401269 000049/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/14125/0/0/0/0/10733/65320034/8733/125245/324543/1401269000049-2020";2020-05-21;"Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401269&numero=49&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"15.453.449/0001-82";"RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA";"1400.01.0029365/2020-13";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNTyF6XsVuOlThmVBWodwvdG9GFCOFukzuoxk4jfoKXna";158356;"SACO PARA TRANSPORTE DE CADAVER - TAMANHO: G (0,90 X 2,10M); MATERIA PRIMA: POLIETILENO;";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS";"Belo Horizonte";1000;19,6;19,6;19600;19600
"1401269 000049/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/14125/0/0/0/0/10733/65320034/8733/125245/324543/1401269000049-2020";2020-05-21;"Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401269&numero=49&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"15.453.449/0001-82";"RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA";"1400.01.0029365/2020-13";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNTyF6XsVuOlThmVBWodwvdG9GFCOFukzuoxk4jfoKXna";363421;"SACO PARA TRANSPORTE DE CADAVER - TAMANHO: G (0,90 X 2,00 M); MATERIA PRIMA: POLIETILENO;";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS";"Belo Horizonte";1000;19,6;19,6;19600;19600
"1401269 000049/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/14125/0/0/0/0/10733/65320034/8733/125245/324543/1401269000049-2020";2020-05-21;"Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401269&numero=49&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"15.453.449/0001-82";"RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA";"1400.01.0029365/2020-13";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNTyF6XsVuOlThmVBWodwvdG9GFCOFukzuoxk4jfoKXna";646962;"MACACAO DE PROTECAO QUIMICA - MATERIA-PRIMA: TYVEK; NIVEL DE PROTECAO: B; TAMANHO: GG;";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI";"Belo Horizonte";3000;35;35;105000;105000
"1401269 000049/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/14125/0/0/0/0/10733/65320034/8733/125245/324543/1401269000049-2020";2020-05-21;"Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401269&numero=49&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"15.453.449/0001-82";"RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA";"1400.01.0029365/2020-13";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNTyF6XsVuOlThmVBWodwvdG9GFCOFukzuoxk4jfoKXna";1042750;"MALA PARA RESGATE - TIPO: TERMICA, PARA ACONDIC.DE KITS APH (OXIGENOTERAPIA); MATERIA PRIMA: CONFEC. POLIAMIDA (CORDURA)100% IMPERMEAVEL; COR: DIVERSAS (CONFORME ESPECIFICA¿¿O EM EDITAL); DIMENSOES: 35CM COMP. X 50 CM ALT. X 25 CM LARG. (42 LITROS);";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI";"Belo Horizonte";580;1500;1500;870000;870000
"1401269 000049/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/14125/0/0/0/0/10733/65320034/8733/125245/324543/1401269000049-2020";2020-05-21;"Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401269&numero=49&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"15.453.449/0001-82";"RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA";"1400.01.0029365/2020-13";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNTyF6XsVuOlThmVBWodwvdG9GFCOFukzuoxk4jfoKXna";1213598;"MALA PARA RESGATE - TIPO: BOLSA PARA RESGATE; MATERIA PRIMA: NYLON; COR: PADRAO INTERNACIONAL (AZUL E LARANJA); DIMENSOES: 16 POL X 12 POL X 5,5 POL;";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI";"Belo Horizonte";580;3550;3550;2059000;2059000
"1401269 000049/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/14125/0/0/0/0/10733/65320034/8733/125245/324543/1401269000049-2020";2020-05-21;"Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401269&numero=49&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"15.453.449/0001-82";"RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA";"1400.01.0029365/2020-13";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNTyF6XsVuOlThmVBWodwvdG9GFCOFukzuoxk4jfoKXna";1313533;"ESTETOSCOPIO - TIPO: ADULTO/PEDIATRICO; AURICULAS: BI-AURICULAR EM ACO INOXIDAVEL; OLIVAS: ANATOMICAS EM SILICONE; AUSCULTADOR: DUPLO EM ACO INOXIDAVEL; TUBO: RESISTENTE E FLEXIVEL NA CURVATURA DO TUBO Y;";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"Belo Horizonte";125;26;26;3250;3250
"1401269 000049/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/14125/0/0/0/0/10733/65320034/8733/125245/324543/1401269000049-2020";2020-05-21;"Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401269&numero=49&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"21.204.313/0001-31";"EPI INDUSTRIA, COMERCIO E DISTRIBUICAO LTDA";"1400.01.0029365/2020-13";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNTyF6XsVuOlThmVBWodwvdG9GFCOFukzuoxk4jfoKXna";234338;"BOTA MASCULINA - MATERIA-PRIMA: POLIVINILCLORIDE (PVC); COR: PRETA; MODELO: CANO MEDIO, SEM SALTO; TAMANHO: 41; ACESSORIOS: SEM ACESSORIOS;";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"VESTUARIO E CALCADOS";"Belo Horizonte";2300;22;22;50600;50600
"1401269 000049/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/14125/0/0/0/0/10733/65320034/8733/125245/324543/1401269000049-2020";2020-05-21;"Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401269&numero=49&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"70.994.140/0001-08";"SEA & NAUTICA LTDA -EPP";"1400.01.0029365/2020-13";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNTyF6XsVuOlThmVBWodwvdG9GFCOFukzuoxk4jfoKXna";57541;"FITA ADESIVA PARA EMBALAGEM - MATERIA-PRIMA: POLIPROPILENO; DIMENSOES: 50MM X 50 METROS; TIPO: ADERENCIA EM UMA FACE;";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS";"Belo Horizonte";3000;5;5;15000;15000
"1401269 000049/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/14125/0/0/0/0/10733/65320034/8733/125245/324543/1401269000049-2020";2020-05-21;"Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401269&numero=49&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"70.994.140/0001-08";"SEA & NAUTICA LTDA -EPP";"1400.01.0029365/2020-13";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNTyF6XsVuOlThmVBWodwvdG9GFCOFukzuoxk4jfoKXna";190870;"LONA PLASTICA - MEDIDA: 6 METROS DE LARGURA; COR: PRETA; ESPESSURA: 150 MICRAS;";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTOS, COMPONENTES E ARTIGOS PARA CAÇA, PESCA E CAMPING";"Belo Horizonte";100;120;120;12000;12000
"1401269 000049/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/14125/0/0/0/0/10733/65320034/8733/125245/324543/1401269000049-2020";2020-05-21;"Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401269&numero=49&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"70.994.140/0001-08";"SEA & NAUTICA LTDA -EPP";"1400.01.0029365/2020-13";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNTyF6XsVuOlThmVBWodwvdG9GFCOFukzuoxk4jfoKXna";228001;"CATETER - IDENTIFICACAO: NASAL DESCARTAVEL PARA OXIGENIO; TAMANHO/NUMERO: N.6; MATERIA-PRIMA: POLIVINIL ATOXICO;";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"Belo Horizonte";4000;2,5;2,5;10000;10000
"1401269 000049/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/14125/0/0/0/0/10733/65320034/8733/125245/324543/1401269000049-2020";2020-05-21;"Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401269&numero=49&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"70.994.140/0001-08";"SEA & NAUTICA LTDA -EPP";"1400.01.0029365/2020-13";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNTyF6XsVuOlThmVBWodwvdG9GFCOFukzuoxk4jfoKXna";1604821;"PAPEL AUTO-ADESIVO - TIPO: PVC ADESIVO, MASCARA DE TRANSFERENCIA; GRAMATURA: 105 G/M²; MEDIDAS: 457MM X 91,4M (L X C); COR: TRANSPARENTE;";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"ARTIGOS DE PAPELARIA E MATERIAL DE ESCRITORIO";"Belo Horizonte";577;72;72;41544;41544
"1401269 000067/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/16-07-2020/1831009/0/0/57009/0/0/0/0/17564/3010031/94354/1015/327143/1401269000067-2020";2020-07-01;"Execução de serviços comuns de construção e reforma, com todas as adequações, materiais e mão de obra necessários, de um local adequado para desinfecção de viaturas de diversos tamanhos.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401269&numero=67&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;9253535;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163805";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";2020-07-17;2020-07-16;2021-02-05;2021-02-05;"26.175.019/0001-62";"3S CONSTRUCOES LTDA";NA;NA;1015;"REPARO, RESTAURACAO E RECUPERACAO DE BENS IMOVEIS";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"SERVICOS DE REFORMA E ADAPTACAO DE BENS IMOVEIS";"Belo Horizonte";0;72638,28;72638,28;72638,28;72638,28
"1401608 000006/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/62438/0/0/0/0/22148/42300126/221503/1759957/325023/1401608000006-2020";2020-05-18;"Equipamento de Desinfecção Portátil para utilização nas ações do Hospital de Campanha localizado no Expominas, para enfrentamento da Pandemia COVID-19.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401608&numero=6&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Pregão";NA;NA;9250293;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163345";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";2020-06-11;2020-06-10;NA;2020-12-09;"22.409.430/0001-02";"AIRSENSE ANALYTICS DO BRASIL COMERCIO DE EQUIPAMENTOS DE SEGURANCA E DEFESA LTDA";"1400.01.0027806/2020-08";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNYaoy0Dn5PudhhSL9tyvjA8C2-5YhTlUo-k33yy2ZJ3O";1759957;"EQUIPAMENTO DE DESINFECCAO PORTATIL - TECNOLOGIA: VAPOR DE NEBLINA SECA; CAPACIDADE RESERVATORIO: 5 A 7 LITROS; TAXA DE EMISSAO: 10 ML/MIN A 20 ML/MIN; ESTERILIZACAO: 10 METROS CUBICOS A 350 METROS CUBICOS; TENSAO: 220 V;";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI";"Belo Horizonte";2;110000;105000;220000;210000
"1401608 000009/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/24-06-2020/1831009/0/0/3692/0/0/0/0/1817/9040021/189320/90670/324849/1401608000009-2020";2020-05-24;"Compra emergencial de materiais para enfrentamento ao COVID-19. Materiais de Prevenção e Segurança
contra Pânico e Incêndio e material para orientações de segurança.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1401608&numero=9&ano=2020";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;9250224;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163298";1400;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";2020-06-05;2020-06-03;NA;2020-12-02;"35.030.914/0001-80";"ABADIA INCENDIO LTDA";"1400.01.0024060/2020-76";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNWjYxpTJ6cY5pMv4NnUUAIxBEk65C56Tx3WuWIMHGfIx";123390;"EXTINTOR DE INCENDIO - TIPO: PO QUIMICO, CLASSE ABC; CAPACIDADE CARGA: 6KG - CAPACIDADE EXTINTORA 4A:40-BC; MODELO: PORTATIL;";1401;"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTOS, COMPONENTES, ACESSORIOS  E ARTIGOS PARA  COMBATE A INCENDIO, RESGATE, BUSCA E SALVAMENTO";"Belo Horizonte";60;109;105,95;6540;6357
